manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,Prev_ownership,Curr_ownership,Area,City,Price,Pic_num,Cre_date,Repub_date,Description,Color,Km,Test,Supply_score
הונדה,2007,סיוויק סדאן,3,אוטומטית,1800,בנזין,פרטית,פרטית,"ראשל""צ והסביבה",ראשון לציון,22000.0,3.0,23/11/2021,23/11/2021,['הונדה סיוויק סדאן החדשה דגם LS 2007 הדגם המפואר עם גג נפתח גלגלי מגנזיום מסך מוטלימדיה עבר טיפול לאחרונה רכב שמור ומאוד וחזק'],זהב מטאלי,200000,,
ב.מ.וו,2016,סדרה 1,3,אוטומטית,1500,בנזין,פרטית,פרטית,עכו - נהריה,עכו,80000.0,6.0,02/10/2023,02/09/2023,"['\u200eב.מ.וו סדרה 1 2016 \n118I Luxury אוט\' 5 דל\' 1.5 (136 כ""ס) הדגם המפואר 4 מצבי נהיגה \n\u200eרכב יפה ושמור מאוד נהג יחיד לאחר טיפול מלא מטופל בזמן \n\u200e 4 צמיגים חדשים חישוקי מגנזיום תאורת ליד נקי מתאונות \n\u200eגמיש מעט ליד הרכב \n\u200eלרציניים בלבד']",שחור,167000,,354.0
מאזדה,2014,מאזדה 3,3,ידנית,1600,בנזין,פרטית,פרטית,בית שמש והסביבה,בית שמש,50000.0,12.0,02/05/2023,02/05/2023,[nan],אפור עכבר,170000,,
סקודה,2011,סקודה סופרב (2011),9,אוטומטית,"1,800",בנזין,השכרה,פרטית,ירושלים והסביבה,אבו גוש,20000.0,2.0,06/03/2024,06/03/2024,['מצב מעולה הכול עובד ברכב טסט עד סוף שנה'],בז' מטאלי,"250,000",Dec-24,
קרייזלר,2010,"גראנד, וויאג'ר",5,אוטומטית,3800,בנזין,פרטית,פרטית,ירושלים והסביבה,ירושלים,25000.0,6.0,22/11/2023,27/11/2023,"['רכב מפואר נוח ומפנק בגאז גדול במיוחד דלתות חשמליות מושבים קדמיים מתכווננים חשמלית + חימום בכסאות \nתוספות\r\n\t\t\t\tמערכת גפ""מ 2 מיכלים של 30 ל\' סה""כ 60 ליטר\r\n\t\t\t']",כסוף מטאלי,180000,,
פולקסווגן,2013,גולף,2,אוטומטית,1400,בנזין,,,הוד השרון והסביבה,הוד השרון,40000.0,1.0,13/09/2022,13/09/2022,"['רכב שמור מאוד עשה 110 אלף ק""מ יד 2 נהג יחיד טיפולים בזמן טסט עד 01.23 בוצע טיפול גדול 100 אלף ק""מ 40.000 שח &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; אין תוספות']",,110000,,
יונדאי,2016,אלנטרה,2,אוטומטית,1600,בנזין,,,,ashdod,59000.0,1.0,14/09/2022,14/09/2022,"['רכב במצב מצויין,טיפולים בזמן &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; צמיגים ,מצבר ,מערכת מולטימדיה אנדרואיד חדש']",,135000,,
יונדאי,2014,i30,2,אוטומטית,1591,בנזין,,,,גבעת חיים מאוחד,38000.0,1.0,05/08/2022,05/08/2022,"['רכב מצויין, שמור ומטופל.\r\nרפידות בלמים חדשות.\r\nללא תאונות.\r\nמוחלף עקב הרחבת המשפחה :)\r\nמחיר גמיש']",,169000,,
קיה,2012,פורטה,2,אוטומטית,1600,בנזין,,,הוד השרון והסביבה,הוד השרון,20000.0,0.0,06/09/2022,06/09/2022,['גיא הצגת מספר טלפון'],,,,2.0
טויוטה,2016,אוריס,1,אוטומטית,1800,היבריד,פרטית,פרטית,ירושלים והסביבה,בת עין,60000.0,3.0,09/11/2021,09/11/2021,"['רכב מצוין, שמור בקנאות כמו חדש, טיפולים בזמן כמו שעון']",לבן,192000,,
פולקסווגן,2010,ג`טה,3,אוטומטית,1900,בנזין,,,באר שבע והסביבה,נתיבות,20000.0,1.0,25/07/2022,25/07/2022,"['רכב מטופל ושמור מאוד! ללא תאונות. \r\nעבר טיפול כל 10,000 ק""מ. כולל ספר טיפולים.\r\nלא עבר הרבה ידיים.\r\nטסט לשנה \r\nגמיש לאנשים שיהיו רציניים. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; יש מערכת מולטימדיה חדשה ברכב, מצבר הוחלף לפני פחות מחצי שנה.']",,275000,,
סקודה,2016,סקודה אוקטביה (2016),2,אוטומטית,"1,200",בנזין,,,גליל ועמקים,כפר תבור,53000.0,1.0,09/10/2022,09/10/2022,['מכונית שמורה במצב מצויין \r\nומטופלת כנדרש'],,"215,000",,
יונדאי,2012,i25,3,אוטומטית,"1,400",בנזין,פרטית,פרטית,פתח תקוה והסביבה,פתח תקווה,28000.0,3.0,17/01/2023,16/04/2023,"['רכב שמור בקנאות , מצב מכאני מצויין .\r\nנשטף ידנית אחת לשבוע .\r\nבלוטוס .\r\nטסט לשנה .\r\nלפני הטסט הוחלפו בולמים מקוריים .\r\nמוכר עקב התחלת לימודים .\r\nניתן להשאיר הודעה בווצאפ או להתקשר .']",שחור,"190,000",,
רנו,2015,רנו קפצ`ור,3,אוטומטית,1200,בנזין,,,,ערערה,44000.0,1.0,21/09/2022,21/09/2022,"['רכב יפה, שמור מאוד, מטופל בזמן, ללא תאונות או שריטות או תיקוני צבע']",,141,,
סובארו,2015,XV,3,אוטומטית,1600,בנזין,,,,בית ג'אן,55000.0,14.0,29/07/2022,29/07/2022,"['צמיגים חדשים ,וו גרירה מאושר , מצב מכני מצויין ,טסט לשנה ... &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מערכת מולטימדיה']",,170000,,371.0
Lexsus,2008,לקסוס IS250,5,אוטומטית,2500,בנזין,פרטית,פרטית,עמק יזרעאל,עפולה,38000.0,8.0,20/01/2022,11/03/2022,['רכב במצב טוב צמיגים קדימה חדשים '],תכלת,None,None,
רנו,2014,רנו קליאו,2,אוטומטית,1200,בנזין,פרטית,פרטית,הוד השרון והסביבה,הוד השרון,29500.0,9.0,16/08/2023,10/04/2023,['הקליאו הכי יפה בארץ!\n2014 1.2t collection\nחונה בחניון \nחלונות מושחרים\nפנסי לד\nמסך מולטימדיה ענק+מצלמה אחורית+חיישני רוורס\nסאבוופר+ מגבר \nיד 2\n146000קמ\n30000שח\nב...'],כסוף,146000,,
אופל,2016,מוקה,1,אוטומטית,1400,בנזין,אחר,פרטית,רעננה - כפר סבא,צור יצחק,43000.0,3.0,17/12/2023,17/12/2023,"['אוטומטי, 5 דלתות, בנזין, 140 כ?ס, 4x2, נפח מנוע 1.4 טורבו. מטופלת באופן קבוע ובזמן חלון גג נפתח, הארכה של מושב הנהג']",חום מטאלי,251000,,
פולקסווגן,2018,פולו,3,אוטומטית,1000,בנזין,פרטית,פרטית,רמת השרון - הרצליה,הרצליה,89000.0,0.0,09/09/2021,05/10/2021,['הרכב מצב מצוין כמו חדש מטופל רק בחברה כמו לקנות רכב חדש מהחברהm .\r\nיש ברכב את כל התוספות האפשריות כולל סאן רופ ( גג נפתח ) גאנטים חדשים של gti והצבע המיוחד ביותר שיש להציע בהזמנה מראשh'],זהב מטאלי,50000,,
סיטרואן,2018,C4,1,אוטומטית,1199,בנזין,,,תל אביב,תל אביב יפו,59500.0,1.0,27/04/2022,27/04/2022,"['רכב מצויין, שמור היטב, מטופל במוסך מורשה.במסגרת אחריות יצרן עד יוני 2023. מצבר וצמיגים חדשים. ללא תאונות &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; מוביל איי']",,73000,,1590.0
יונדאי,2016,סונטה,2,אוטומטית,1999,היברידי,,,נתניה והסביבה,כפר יונה,99960.0,1.0,10/10/2022,10/10/2022,"['רכב שמור מאוד, מטופל במוסך שיא, יונדאי נתניה. טסט עד אוגוסט 2023. צריכת דלק 1:18 בינעירוני ו-1:15 עירוני. &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; דגם LTD היברידי טורבו, Sunroof, מושבי עור בז, מערכת מולטימדיה מקורית של יונדאי.']",,107000,,
קיה,2016,פיקנטו,1,אוטומטית,1250,בנזין,,,אילת והערבה,אילת,53000.0,1.0,02/10/2022,02/10/2022,['עלה לכביש ב9.2016 גג נפתח מקורי. גאנטים מגנזיום אחריות יצרן עד 9.2023 למנוע ולתיבת הילוכים'],,66000,,24.0
רנו,2015,רנו קליאו אסטייט,2,אוטומטית,1200,בנזין,ליסינג,פרטית,,בית ג'ן,29000.0,0.0,15/01/2023,15/01/2023,"['מציאה ...רכב חדש לחולטין..נקי ומטופל ..ק""מ נמוך']",כסוף,133000,,
סקודה,2017,פאביה,1,ידנית,1200,בנזין,,,תל אביב,תל אביב יפו,39000.0,0.0,44857,44857,[nan],,38000,,
סוזוקי,2017,סוזוקי בלנו,1,אוטומטית,1200,בנזין,,,חיפה,נשר,63600.0,1.0,01/05/2022,01/05/2022,['יד ראשונה פרטי מטופל במוסך מורשה סוזוקי בלבד מעט ק״מ'],None,65300,,
סוזוקי,2018,סוזוקי SX4,1,אוטומטית,1400,בנזין,פרטית,פרטית,טבריה,טבריה,95000.0,1.0,16/05/2022,16/05/2022,['רכב שמור טיפולים במוסך מורשה'],שחור,46000,,
פיג'ו,2018,301,4,ידנית,1600,דיזל,מונית,פרטית,טבריה והסביבה,טבריה,19500.0,7.0,19/02/2024,19/02/2024,"[""['פיגו טורבו דיזל שנה 2018 מנוע 1600 טסט ,8 חודשים']""]",לבן מטאלי,170586,55,42.0
סוזוקי,2011,סוזוקי ספלאש,1,אוטומטית,1242,בנזין,,,נס,רחובות,26000.0,1.0,28/10/2022,28/10/2022,"['רכב במצב מעולה, ממש כמו חדש, שימש בעיקר לנסיעה בתוך העיר, מעט מאוד קילומטרים, לא עבר תאונות. מציאה !!!']",None,56000,,
אופל,2017,אסטרה,2,טיפטרוניק,1400,בנזין,ליסינג,פרטית,חיפה וחוף הכרמל,חיפה,47500.0,3.0,09/08/2022,09/08/2022,"['מעולה, חיישן סטייה מהכביש , מולטימדיה, 5 דלתות , 150 כ""ס , מאוד חזקה, מטופלת .']",אפור מטאלי,112000,,
סיטרואן,2019,C5,1,אוטומטית,1500,דיזל,פרטית,פרטית,טבריה והסביבה,קצרין,85000.0,3.0,01/08/2023,01/08/2023,"['סיטרואן c5 דיזל 2019 חסכונית במיוחד\nללא תאונות וללא פחחות\nיד ראשונה נהג יחיד\nמטופלת במוסך מורשה \nתחת אחריות יצרן\nטיפול 90,000 נעשה ביוני 2023']",לבן,92000,,747.0
הונדה,2018,סיוויק,2,אוטומטית,988,בנזין,לא מוגדר,לא מוגדר,,קריית אתא,67000.0,1.0,30/06/2022,30/06/2022,['מצב הכי יפה שיש &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; כול החידושים שיש ב2018'],,149000,,
קיה,2015,פיקנטו,2,אוטומטית,1248,בנזין,,,אילת והערבה,אילת,30000.0,1.0,13/08/2022,13/08/2022,"['רכב שמור ,מטופל . טסט עד 02/23']",,,,20.0
שברולט,2015,טראקס,1,אוטומטית,"1,796",בנזין,,,תל אביב,תל אביב יפו,50400.0,1.0,09/05/2022,09/05/2022,['שמור היטב מטופל במוסך מורשה בלבד קמ נמוך ללא תאונות ltbrgtltbrgtפירוטltbrgt מובילאיי'],,62000,,
ניסאן,2020,ניסאן מיקרה,3,ידנית,1000,בנזין,פרטית,פרטית,חיפה וחוף הכרמל,חיפה,52500.0,0.0,15/05/2024,15/05/2024,['כל התוספות האפשריות דגם מפואר'],לבן,73000,354,
מרצדס,2000,320,3,אוטומטית,3200,בנזין,,,,חד,21000.0,1.0,09/10/2022,09/10/2022,['מובילי סוג הרכב ml320'],,417000,,
רנו,2014,רנו קליאו דור 4,1,אוטומטית,1200,בנזין,,,רעננה - כפר סבא,כפר סבא,30400.0,1.0,21/08/2022,21/08/2022,"['רכב יפהפה, יד ראשונה, שימש תמיד בתור רכב שני במשפחה בה הרכב הראשון הוא רכב חברה ולכן רק 129000 ק""מ, מטופל במוסך מורשה בכל השנים ובמצב מכני מצויין, נמכר כי קנינו...']",,129000,,
קיה,2016,נירו,1,אוטומטית,1600,בנזין,אחר,פרטית,,נווה אור,68000.0,3.0,23/12/2022,23/12/2022,"[""קיה ספורטאג' אורבן. במצב מעולה! רכב מטופל ושמור. תוספות מערכת מולטימדיה, מיגון תחתון.""]",לבן,179000,,1.0
הונדה,2013,סיוויק,3,אוטומטית,1800,בנזין,לא מוגדר,לא מוגדר,ירושלים והסביבה,ירושלים,36000.0,1.0,18/10/2022,18/10/2022,"['רכב במצב מעולה! \r\nמטופל במוסך של ארתור, יש ספר טיפולים מסודר.\r\nטסט עד מאי, חסכוני מאוד! לשים דלק ולנסוע &lt;br/&gt;&lt;br/&gt;פירוט:&lt;br/&gt; תוספת כפתור חיסכון בדלק\r\nמערכת סאב \r\nמסך מולטימדיה']",,168000,,
סקודה,2012,סקודה רומסטר (2012),4,אוטומטית,"1,200",בנזין,פרטית,פרטית,,סח'נין,25000.0,9.0,31/03/2024,31/03/2024,"['סקודה ייטי 2012 גיר אוטומט 1200 טורבו\nיד 04 פרטית \nמולטימדיה חדשה עם מצלמת רוורס וחיישני רוורס \n4 צמיגים חדשים , מצבר חדש וטסט עד 10/24']",כסוף מטאלי,"200,000",Oct-24,
סקודה,2014,סקודה אוקטביה (2014),3,טיפטרוניק,"1,400",בנזין,פרטית,פרטית,,עראבה,44000.0,3.0,24/09/2022,24/09/2022,['מנוע 1400 הדגם המוצלח \nללא בעיות \nואטסאב שאין קליטה 0522968772\nנוסע מציין\nבאמת רכב נקי'],שחור,"20,000",,
אאודי,2019, RS5,4,אוטומטית,4500,גז,פרטית,פרטית,אשדוד - אשקלון,אשדוד,65000.0,4.0,02/10/2023,02/10/2023,"['אאודי RS5 ספורטבק 2019 כמעט חדשה בדייטונה גריי פנינה מדהימה עם עור פחם/פנים תפור קרשנדו אדום. כל אפשרויות המפעל הטובות והנחשקות ביותר! מכונית זו טופלה ומתוחזקת בקפידה מאז החדשה. הוא היה מכוסה בציפוי קרמי. מחצלות רצפה מבד מפעל שימשו רק 50-60 מיילים עד OEM RS כל מחצלות מזג האוויר הותקנו. מכונית זו נרכשה עם תוכנית התחזוקה של אאודי קר וכל תחזוקת המפעל בוצעה בסוכנות אאודי המקומית. מכונית זו עדיין מכוסה תחת טיפול אאודי ואחריות מפעל הינע. המכונית הזו באמת במצב חדש. כל התחזוקה בוצעה במסגרת תוכנית הטיפול של אאודי אשר תעבור עם המכונית בעת מכירתה. בטווח של 300 מייל מרגע הרכישה החדשה, הותקנו גלגלי Vossen עם צמיגי 285/30/ZR20 Michelin Pilot Sport 4S. הגלגלים והצמיגים בסגנון ""דגל"" של מפעל ""20"" יגיעו עם המכונית. על הצמיגים עדיין יש את כל הידיות והם אוחסנו בשקיות צמיגים במוסך מבוקר אקלים. ללא נזק, תאונות, עבודות צבע או סיפורים כלשהם. תגלו שמושבי העור, ההגה, האלקנטרה והשטיחים מראים כמעט אפס בלאי. המכונית עדיין מריחה כמו מכונית חדשה לגמרי עם 7,000 קילומטרים בלבד. הוא מעולם לא ישב בחוץ במשך הלילה ומעולם לא היה בגשם או במזג אוויר גרוע אחר. למכונית זו יש את כל האפשרויות הנחשקות ביותר כולל פחמן מלא מבפנים ומבחוץ. חבילה דינמית, אופטיקה שחורה, עור נאפה משובח ומערכת סאונד B&O. הוא פועל ונוהג ללא רבב ולבעלים החדש לא יהיו אכזבות כלשהן. אנא שלחו לי וואטסאפ למספר 55-330-2112.']",אפור,7000,,
מאזדה,2013,מאזדה 3,3,אוטומטית,2000,בנזין,חברה,פרטית,קיסריה והסביבה,אור עקיבא,24000.0,2.0,12/07/2023,12/07/2023,['מזדה 3 מנוע 2000 הדגם עם 150 כוח סוס\nמתחייב על בדיקה\nצמיגים חדשים \nמצבר חדש\nנמכר עקב קבלת רכב מהעבודה'],שחור,200000,,736.0
